J01_2018.06.13 13_50_00rotatePi.jpg,bad,674,752,858,836
J01_2018.06.13 13_52_56.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_0.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_0fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_0flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_0rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_1.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_1fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_1flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_1rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_10.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_10fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_10flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_10rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_11.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_11fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_11flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_11rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_12.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_12fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_12flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_12rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_13.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_13fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_13flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_13rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_2.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_2fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_2flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_2rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_3.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_3fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_3flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_3rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_4.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_4fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_4flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_4rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_5.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_5fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_5flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_5rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_6.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_6fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_6flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_6rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_7.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_7fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_7flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_7rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_8.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_8fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_8flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_8rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_52_56_augColor_9.jpg,bad,5,1383,2557,1583
J01_2018.06.13 13_52_56_augColor_9fliplr.jpg,bad,3,1383,2555,1583
J01_2018.06.13 13_52_56_augColor_9flipud.jpg,bad,5,337,2557,537
J01_2018.06.13 13_52_56_augColor_9rotatePi.jpg,bad,3,337,2555,537
J01_2018.06.13 13_53_54.jpg,bad,1113,812,1598,1273
J01_2018.06.13 13_53_54fliplr.jpg,bad,962,812,1447,1273
J01_2018.06.13 13_53_54.jpg,bad,918,427,1003,546
J01_2018.06.13 13_53_54fliplr.jpg,bad,1557,427,1642,546
J01_2018.06.13 13_53_54.jpg,bad,1059,436,1132,515
J01_2018.06.13 13_53_54fliplr.jpg,bad,1428,436,1501,515
J01_2018.06.13 13_53_54flipud.jpg,bad,1113,647,1598,1108
J01_2018.06.13 13_53_54flipud.jpg,bad,918,1374,1003,1493
J01_2018.06.13 13_53_54flipud.jpg,bad,1059,1405,1132,1484
J01_2018.06.13 13_53_54rotatePi.jpg,bad,961,647,1447,1108
J01_2018.06.13 13_53_54rotatePi.jpg,bad,1557,1374,1642,1493
J01_2018.06.13 13_53_54rotatePi.jpg,bad,1428,1405,1501,1484
J01_2018.06.13 13_55_55.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_0.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_0fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_0flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_0rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_10.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_10fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_10flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_10rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_11.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_11fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_11flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_11rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_12.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_12fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_12flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_12rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_3.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_3fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_3flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_3rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_4.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_4fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_4flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_4rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_55_55_augColor_5.jpg,bad,1537,63,1674,1900
J01_2018.06.13 13_55_55_augColor_5fliplr.jpg,bad,886,63,1023,1900
J01_2018.06.13 13_55_55_augColor_5flipud.jpg,bad,1537,20,1674,1857
J01_2018.06.13 13_55_55_augColor_5rotatePi.jpg,bad,885,20,1023,1857
J01_2018.06.13 13_58_14.jpg,bad,1342,1210,1481,1349
J01_2018.06.13 13_58_14fliplr.jpg,bad,1079,1210,1218,1349
J01_2018.06.13 13_58_14flipud.jpg,bad,1342,571,1481,710
J01_2018.06.13 13_58_14rotatePi.jpg,bad,1078,571,1217,710
J01_2018.06.13 14_05_24.jpg,bad,1437,815,1530,1430
J01_2018.06.13 14_05_24fliplr.jpg,bad,1030,815,1123,1430
J01_2018.06.13 14_05_24flipud.jpg,bad,1437,490,1530,1105
J01_2018.06.13 14_05_24rotatePi.jpg,bad,1029,490,1123,1105
J01_2018.06.13 14_08_09.jpg,bad,1481,793,1627,928
J01_2018.06.13 14_08_09fliplr.jpg,bad,933,793,1079,928
J01_2018.06.13 14_08_09flipud.jpg,bad,1481,992,1627,1127
J01_2018.06.13 14_08_09rotatePi.jpg,bad,933,992,1079,1127
J01_2018.06.13 14_09_06.jpg,bad,1685,548,1755,1457
J01_2018.06.13 14_09_06fliplr.jpg,bad,805,548,875,1457
J01_2018.06.13 14_09_06flipud.jpg,bad,1685,463,1755,1372
J01_2018.06.13 14_09_06rotatePi.jpg,bad,804,463,875,1372
J01_2018.06.13 14_10_24.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_0.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_0fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_0flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_0rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_1.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_1fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_1flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_1rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_10.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_10fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_10flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_10rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_11.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_11fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_11flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_11rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_12.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_12fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_12flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_12rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_13.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_13fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_13flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_13rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_2.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_2fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_2flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_2rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_3.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_3fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_3flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_3rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_4.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_4fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_4flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_4rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_5.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_5fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_5flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_5rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_6.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_6fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_6flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_6rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_7.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_7fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_7flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_7rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_8.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_8fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_8flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_8rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_10_24_augColor_9.jpg,bad,2192,711,2330,1869
J01_2018.06.13 14_10_24_augColor_9fliplr.jpg,bad,230,711,368,1869
J01_2018.06.13 14_10_24_augColor_9flipud.jpg,bad,2192,51,2330,1209
J01_2018.06.13 14_10_24_augColor_9rotatePi.jpg,bad,229,51,368,1209
J01_2018.06.13 14_12_05.jpg,bad,125,856,491,973
J01_2018.06.13 14_12_05fliplr.jpg,bad,2069,856,2435,973
J01_2018.06.13 14_12_05flipud.jpg,bad,125,947,491,1064
J01_2018.06.13 14_12_05rotatePi.jpg,bad,2069,947,2435,1064
J01_2018.06.13 14_20_28.jpg,bad,2235,1132,2300,1446
J01_2018.06.13 14_20_28fliplr.jpg,bad,260,1132,325,1446
J01_2018.06.13 14_20_28.jpg,bad,2230,675,2322,946
J01_2018.06.13 14_20_28fliplr.jpg,bad,238,675,330,946
J01_2018.06.13 14_20_28.jpg,bad,2171,161,2286,610
J01_2018.06.13 14_20_28fliplr.jpg,bad,274,161,389,610
J01_2018.06.13 14_20_28flipud.jpg,bad,2235,474,2300,788
J01_2018.06.13 14_20_28flipud.jpg,bad,2230,974,2322,1245
J01_2018.06.13 14_20_28flipud.jpg,bad,2171,1310,2286,1759
J01_2018.06.13 14_20_28rotatePi.jpg,bad,260,474,325,788
J01_2018.06.13 14_20_28rotatePi.jpg,bad,238,974,330,1245
J01_2018.06.13 14_20_28rotatePi.jpg,bad,274,1310,389,1759
J01_2018.06.13 14_30_18.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_0.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_0fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_0flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_0rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_1.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_1fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_1flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_1rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_10.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_10fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_10flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_10rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_11.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_11fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_11flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_11rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_12.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_12fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_12flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_12rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_13.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_13fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_13flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_13rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_2.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_2fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_2flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_2rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_3.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_3fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_3flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_3rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_4.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_4fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_4flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_4rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_5.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_5fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_5flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_5rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_6.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_6fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_6flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_6rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_7.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_7fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_7flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_7rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_8.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_8fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_8flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_8rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_30_18_augColor_9.jpg,bad,1489,1087,1596,1162
J01_2018.06.13 14_30_18_augColor_9fliplr.jpg,bad,964,1087,1071,1162
J01_2018.06.13 14_30_18_augColor_9flipud.jpg,bad,1489,758,1596,833
J01_2018.06.13 14_30_18_augColor_9rotatePi.jpg,bad,963,758,1070,833
J01_2018.06.13 14_39_40.jpg,bad,1583,1185,1710,1344
J01_2018.06.13 14_39_40fliplr.jpg,bad,850,1185,977,1344
J01_2018.06.13 14_39_40flipud.jpg,bad,1583,576,1710,735
J01_2018.06.13 14_39_40rotatePi.jpg,bad,849,576,976,735
J01_2018.06.13 14_39_40_augColor_11.jpg,bad,1583,1185,1710,1344
J01_2018.06.13 14_39_40_augColor_11fliplr.jpg,bad,850,1185,977,1344
J01_2018.06.13 14_39_40_augColor_11flipud.jpg,bad,1583,576,1710,735
J01_2018.06.13 14_39_40_augColor_11rotatePi.jpg,bad,849,576,976,735
J01_2018.06.13 14_39_40_augColor_3.jpg,bad,1583,1185,1710,1344
J01_2018.06.13 14_39_40_augColor_3fliplr.jpg,bad,850,1185,977,1344
J01_2018.06.13 14_39_40_augColor_3flipud.jpg,bad,1583,576,1710,735
J01_2018.06.13 14_39_40_augColor_3rotatePi.jpg,bad,849,576,976,735
J01_2018.06.13 14_39_40_augColor_6.jpg,bad,1583,1185,1710,1344
J01_2018.06.13 14_39_40_augColor_6fliplr.jpg,bad,850,1185,977,1344
J01_2018.06.13 14_39_40_augColor_6flipud.jpg,bad,1583,576,1710,735
J01_2018.06.13 14_39_40_augColor_6rotatePi.jpg,bad,849,576,976,735
J01_2018.06.13 14_41_19.jpg,bad,2237,727,2534,847
J01_2018.06.13 14_41_19fliplr.jpg,bad,26,727,323,847
J01_2018.06.13 14_41_19flipud.jpg,bad,2237,1073,2534,1193
J01_2018.06.13 14_41_19rotatePi.jpg,bad,26,1073,323,1193
J01_2018.06.13 14_42_43.jpg,bad,1267,1078,2539,1176
J01_2018.06.13 14_42_43fliplr.jpg,bad,21,1078,1293,1176
J01_2018.06.13 14_42_43flipud.jpg,bad,1267,744,2539,842
J01_2018.06.13 14_42_43rotatePi.jpg,bad,21,744,1292,842
J01_2018.06.13 14_45_45.jpg,bad,1751,1214,1939,1282
J01_2018.06.13 14_45_45fliplr.jpg,bad,621,1214,809,1282
J01_2018.06.13 14_45_45.jpg,bad,1822,766,1937,1026
J01_2018.06.13 14_45_45fliplr.jpg,bad,623,766,738,1026
J01_2018.06.13 14_45_45.jpg,bad,1801,101,1900,320
J01_2018.06.13 14_45_45fliplr.jpg,bad,660,101,759,320
J01_2018.06.13 14_45_45flipud.jpg,bad,1751,638,1939,706
J01_2018.06.13 14_45_45flipud.jpg,bad,1822,894,1937,1154
J01_2018.06.13 14_45_45flipud.jpg,bad,1801,1600,1900,1819
J01_2018.06.13 14_45_45rotatePi.jpg,bad,620,638,808,706
J01_2018.06.13 14_45_45rotatePi.jpg,bad,622,894,738,1154
J01_2018.06.13 14_45_45rotatePi.jpg,bad,660,1600,759,1819
J01_2018.06.13 14_49_38.jpg,bad,1116,401,1173,930
J01_2018.06.13 14_49_38fliplr.jpg,bad,1387,401,1444,930
J01_2018.06.13 14_49_38flipud.jpg,bad,1116,990,1173,1519
J01_2018.06.13 14_49_38rotatePi.jpg,bad,1386,990,1444,1519
J01_2018.06.13 14_56_32.jpg,bad,445,1152,922,1656
J01_2018.06.13 14_56_32fliplr.jpg,bad,1638,1152,2115,1656
J01_2018.06.13 14_56_32.jpg,bad,257,221,769,336
J01_2018.06.13 14_56_32fliplr.jpg,bad,1791,221,2303,336
J01_2018.06.13 14_56_32.jpg,bad,85,852,180,1023
