filename,probability
J01_2018.06.23 14_02_07.jpg,1.7e-05
J01_2018.06.25 14_08_24.jpg,1e-06
J01_2018.06.28 14_12_46.jpg,4e-06
J01_2018.06.28 15_18_51.jpg,1e-06
J01_2018.06.27 09_31_52.jpg,1e-06
J01_2018.06.19 09_58_46.jpg,1e-06
J01_2018.06.17 09_15_07.jpg,0.999914
J01_2018.06.22 14_06_02.jpg,1e-06
J01_2018.06.23 14_02_00.jpg,1e-06
J01_2018.06.26 15_28_11.jpg,0.999783
J01_2018.06.25 15_14_31.jpg,0.731725
J01_2018.06.22 08_43_18.jpg,2e-06
J01_2018.06.17 14_19_05.jpg,0.983615
J01_2018.06.19 14_30_12.jpg,0.999999
J01_2018.06.23 08_40_45.jpg,0.999938
J01_2018.06.25 10_11_11.jpg,1e-06
J01_2018.06.19 09_19_27.jpg,1e-06
J01_2018.06.23 09_36_20.jpg,0.000148
J01_2018.06.27 09_27_18.jpg,1e-06
J01_2018.06.27 08_43_59.jpg,0.086516
J01_2018.06.27 10_15_59.jpg,1e-06
J01_2018.06.25 13_29_53.jpg,0.999917
J01_2018.06.28 15_10_24.jpg,0.999999
J01_2018.06.22 15_29_31.jpg,0.957505
J01_2018.06.26 14_13_20.jpg,7e-06
J01_2018.06.27 08_43_18.jpg,5e-06
J01_2018.06.22 14_42_40.jpg,1e-06
J01_2018.06.26 13_58_15.jpg,0.999999
J01_2018.06.23 10_18_52.jpg,1e-06
J01_2018.06.26 13_48_58.jpg,1e-06
J01_2018.06.19 14_41_56.jpg,0.999999
J01_2018.06.28 13_19_22.jpg,1e-06
J01_2018.06.19 09_12_28.jpg,0.999943
J01_2018.06.25 15_19_38.jpg,1e-06
J01_2018.06.17 13_45_02.jpg,0.999427
J01_2018.06.25 14_43_13.jpg,1e-06
J01_2018.06.22 10_20_52.jpg,1e-06
J01_2018.06.25 10_33_17.jpg,0.028147
J01_2018.06.19 10_25_53.jpg,1e-06
J01_2018.06.27 13_30_08.jpg,1e-06
J01_2018.06.22 09_41_46.jpg,1e-06
J01_2018.06.19 08_47_06.jpg,1e-06
J01_2018.06.25 14_41_40.jpg,1e-06
J01_2018.06.16 09_27_21.jpg,0.004977
J01_2018.06.23 08_53_56.jpg,1e-06
J01_2018.06.19 09_50_01.jpg,8e-06
J01_2018.06.26 10_06_31.jpg,1e-06
J01_2018.06.19 09_56_15.jpg,1e-06
J01_2018.06.17 10_11_34.jpg,0.999151
J01_2018.06.26 09_39_12.jpg,1e-06
J01_2018.06.25 08_53_01.jpg,1e-06
J01_2018.06.19 13_25_51.jpg,2e-06
J01_2018.06.26 15_50_37.jpg,0.999933
J01_2018.06.22 16_06_47.jpg,0.999998
J01_2018.06.27 13_53_40.jpg,1e-06
J01_2018.06.28 15_02_50.jpg,0.999995
J01_2018.06.26 14_17_23.jpg,1e-06
J01_2018.06.16 09_08_59.jpg,2e-06
J01_2018.06.26 14_14_47.jpg,0.999999
J01_2018.06.22 08_41_01.jpg,1e-06
J01_2018.06.22 15_48_47.jpg,0.395367
J01_2018.06.17 15_22_32.jpg,0.999999
J01_2018.06.26 14_28_16.jpg,0.865716
J01_2018.06.27 09_46_22.jpg,0.016468
J01_2018.06.27 14_42_34.jpg,1e-06
J01_2018.06.25 14_32_48.jpg,1e-06
J01_2018.06.19 09_06_49.jpg,1e-06
J01_2018.06.25 10_29_53.jpg,0.999611
J01_2018.06.27 15_16_28.jpg,1e-06
J01_2018.06.28 14_34_30.jpg,1e-06
J01_2018.06.27 09_18_27.jpg,0.999994
J01_2018.06.28 14_21_19.jpg,0.256511
J01_2018.06.22 10_11_23.jpg,1e-06
J01_2018.06.19 08_43_03.jpg,1e-06
J01_2018.06.13 13_54_49.jpg,0.99926
J01_2018.06.13 14_09_19.jpg,1e-06
J01_2018.06.28 15_25_25.jpg,1e-06
J01_2018.06.20 08_45_04.jpg,0.748845
J01_2018.06.27 13_50_31.jpg,0.999997
J01_2018.06.22 10_26_09.jpg,1e-06
J01_2018.06.19 13_54_51.jpg,0.999979
J01_2018.06.25 08_59_42.jpg,0.003718
J01_2018.06.19 09_09_18.jpg,1e-06
J01_2018.06.23 09_52_17.jpg,1e-06
J01_2018.06.26 15_24_08.jpg,1e-06
J01_2018.06.22 14_03_50.jpg,1e-06
J01_2018.06.20 14_19_04.jpg,0.99993
J01_2018.06.26 14_16_14.jpg,1e-06
J01_2018.06.25 14_32_55.jpg,1e-06
J01_2018.06.26 15_09_50.jpg,1e-06
J01_2018.06.25 14_56_03.jpg,1e-06
J01_2018.06.26 14_07_19.jpg,1e-06
J01_2018.06.22 15_46_18.jpg,0.999999
J01_2018.06.25 14_31_54.jpg,1e-06
J01_2018.06.22 16_07_43.jpg,0.999999
J01_2018.06.26 15_23_58.jpg,0.999974
J01_2018.06.17 14_28_20.jpg,1e-06
J01_2018.06.26 09_20_17.jpg,1e-06
J01_2018.06.19 08_43_48.jpg,0.965656
J01_2018.06.27 14_00_17.jpg,0.999948
J01_2018.06.19 14_42_07.jpg,1e-06
J01_2018.06.16 08_52_39.jpg,0.999999
J01_2018.06.26 10_18_51.jpg,1e-06
J01_2018.06.13 14_30_38.jpg,1e-06
J01_2018.06.26 09_39_20.jpg,1e-06
J01_2018.06.17 15_03_38.jpg,0.392904
J01_2018.06.17 15_52_06.jpg,7e-06
J01_2018.06.27 09_40_53.jpg,0.000397
J01_2018.06.28 15_12_33.jpg,0.999989
J01_2018.06.28 13_22_38.jpg,1e-06
J01_2018.06.17 09_31_08.jpg,0.999994
J01_2018.06.22 15_11_11.jpg,1e-06
J01_2018.06.25 14_27_41.jpg,1e-06
J01_2018.06.23 10_18_57.jpg,1e-06
J01_2018.06.25 15_34_17.jpg,1e-06
J01_2018.06.16 09_05_31.jpg,1e-06
J01_2018.06.28 13_17_21.jpg,1e-06
J01_2018.06.22 08_52_08.jpg,1e-06
J01_2018.06.26 10_03_14.jpg,0.999971
J01_2018.06.26 10_10_34.jpg,1e-06
J01_2018.06.25 14_39_50.jpg,1e-05
J01_2018.06.27 15_02_40.jpg,0.838453
J01_2018.06.28 14_25_16.jpg,0.516487
J01_2018.06.20 14_49_26.jpg,0.000647
J01_2018.06.28 15_23_54.jpg,1e-06
J01_2018.06.23 09_36_42.jpg,1e-06
J01_2018.06.22 15_33_38.jpg,0.992299
J01_2018.06.26 15_52_54.jpg,1e-06
J01_2018.06.28 15_42_34.jpg,1e-06
J01_2018.06.16 09_27_26.jpg,0.005513
J01_2018.06.23 09_47_01.jpg,1e-06
J01_2018.06.19 14_02_18.jpg,0.999999
J01_2018.06.23 10_12_28.jpg,0.99999
J01_2018.06.27 10_19_01.jpg,1e-06
J01_2018.06.23 09_55_38.jpg,0.947614
J01_2018.06.27 14_21_00.jpg,1e-06
J01_2018.06.25 13_34_06.jpg,0.015984
J01_2018.06.17 10_20_04.jpg,0.000574
J01_2018.06.26 09_06_06.jpg,6.1e-05
J01_2018.06.17 15_02_50.jpg,0.834274
J01_2018.06.27 13_38_19.jpg,1e-06
J01_2018.06.27 09_16_56.jpg,1e-06
J01_2018.06.22 10_14_44.jpg,0.106032
J01_2018.06.22 14_15_47.jpg,1e-06
J01_2018.06.20 14_37_39.jpg,0.999944
J01_2018.06.23 09_52_31.jpg,0.861944
J01_2018.06.23 14_08_31.jpg,1e-06
J01_2018.06.25 10_03_48.jpg,1e-06
J01_2018.06.19 14_32_31.jpg,0.000308
J01_2018.06.25 10_19_03.jpg,1e-06
J01_2018.06.25 15_26_53.jpg,1e-06
J01_2018.06.13 14_22_01.jpg,0.362039
J01_2018.06.17 14_19_14.jpg,0.999992
J01_2018.06.17 10_18_07.jpg,1e-06
J01_2018.06.27 08_43_50.jpg,1e-06
J01_2018.06.26 14_36_49.jpg,0.999999
J01_2018.06.27 08_56_46.jpg,1e-06
J01_2018.06.25 15_17_43.jpg,1e-06
J01_2018.06.28 14_30_19.jpg,0.999999
J01_2018.06.26 13_38_37.jpg,1e-06
J01_2018.06.22 14_22_45.jpg,1e-06
J01_2018.06.19 10_36_29.jpg,1e-06
J01_2018.06.27 08_51_53.jpg,1e-06
J01_2018.06.25 15_41_54.jpg,1e-06
J01_2018.06.23 10_04_40.jpg,1e-06
J01_2018.06.22 14_39_12.jpg,0.999897
J01_2018.06.13 14_17_26.jpg,0.985972
J01_2018.06.17 14_01_59.jpg,1e-06
J01_2018.06.25 14_53_53.jpg,1e-06
J01_2018.06.23 09_36_24.jpg,0.04927
J01_2018.06.23 10_07_00.jpg,1e-06
J01_2018.06.16 10_50_12.jpg,0.049713
J01_2018.06.22 16_11_37.jpg,0.15153
J01_2018.06.20 08_50_35.jpg,0.998054
J01_2018.06.17 14_15_03.jpg,1e-06
J01_2018.06.22 09_45_25.jpg,1e-06
J01_2018.06.26 14_16_21.jpg,1e-06
J01_2018.06.26 09_41_20.jpg,1e-06
J01_2018.06.16 08_46_42.jpg,1e-06
J01_2018.06.27 09_29_44.jpg,1e-06
J01_2018.06.19 14_37_59.jpg,0.999993
J01_2018.06.23 10_01_28.jpg,0.698073
J01_2018.06.17 15_12_11.jpg,0.999995
J01_2018.06.16 09_58_00.jpg,0.996643
J01_2018.06.27 10_15_15.jpg,4e-06
J01_2018.06.28 14_06_23.jpg,0.999987
J01_2018.06.25 08_50_27.jpg,0.999999
J01_2018.06.17 15_07_54.jpg,8e-06
J01_2018.06.22 08_48_42.jpg,0.999999
J01_2018.06.16 10_04_52.jpg,1e-06
J01_2018.06.26 14_16_05.jpg,1e-06
J01_2018.06.17 10_09_14.jpg,1e-06
J01_2018.06.19 08_49_14.jpg,0.999992
J01_2018.06.17 09_58_26.jpg,0.984592
J01_2018.06.17 14_36_15.jpg,1e-06
J01_2018.06.25 13_24_29.jpg,0.999999
J01_2018.06.23 10_33_04.jpg,1e-06
J01_2018.06.16 10_37_44.jpg,1e-06
J01_2018.06.16 09_05_22.jpg,0.970409
J01_2018.06.17 09_51_08.jpg,0.963093
J01_2018.06.22 14_22_27.jpg,5.4e-05
J01_2018.06.25 14_48_02.jpg,0.005257
J01_2018.06.19 15_41_41.jpg,0.99997
J01_2018.06.25 09_58_51.jpg,0.999999
J01_2018.06.28 14_00_48.jpg,1e-06
J01_2018.06.25 14_12_41.jpg,1e-06
J01_2018.06.27 14_46_52.jpg,0.999999
J01_2018.06.27 15_09_55.jpg,0.007518
J01_2018.06.25 14_34_54.jpg,1e-06
J01_2018.06.23 13_57_46.jpg,0.995894
J01_2018.06.19 14_27_39.jpg,0.187126
J01_2018.06.26 14_55_06.jpg,0.999999
J01_2018.06.26 15_46_32.jpg,1e-06
J01_2018.06.27 13_55_10.jpg,1e-06
J01_2018.06.16 09_23_16.jpg,1e-05
J01_2018.06.25 14_59_01.jpg,1e-06
J01_2018.06.19 14_34_18.jpg,1e-06
J01_2018.06.22 09_41_37.jpg,0.999999
J01_2018.06.20 08_46_13.jpg,0.999999
J01_2018.06.25 13_24_11.jpg,1e-06
J01_2018.06.16 09_33_23.jpg,0.00281
J01_2018.06.27 14_47_49.jpg,0.876985
J01_2018.06.26 09_39_54.jpg,1e-06
J01_2018.06.23 13_51_17.jpg,0.993392
J01_2018.06.22 14_19_41.jpg,1e-06
J01_2018.06.17 13_27_38.jpg,1e-06
J01_2018.06.23 14_08_41.jpg,1e-06
J01_2018.06.17 15_13_16.jpg,0.135801
J01_2018.06.17 13_20_07.jpg,1e-06
J01_2018.06.19 15_37_59.jpg,0.999975
J01_2018.06.22 08_42_52.jpg,0.999124
J01_2018.06.23 13_40_22.jpg,1e-06
J01_2018.06.19 13_41_07.jpg,0.999995
J01_2018.06.13 14_46_00.jpg,0.081415
J01_2018.06.22 14_52_00.jpg,0.179152
J01_2018.06.19 14_28_46.jpg,0.057753
J01_2018.06.22 14_18_08.jpg,0.999999
J01_2018.06.27 13_55_33.jpg,1e-06
J01_2018.06.26 08_53_25.jpg,1e-06
J01_2018.06.19 15_04_20.jpg,1e-06
J01_2018.06.13 13_43_25.jpg,1e-06
J01_2018.06.13 13_51_57.jpg,0.935431
J01_2018.06.26 14_21_25.jpg,8e-06
J01_2018.06.13 14_05_34.jpg,1e-06
J01_2018.06.20 14_58_14.jpg,0.056418
J01_2018.06.13 14_01_56.jpg,0.999999
J01_2018.06.17 15_33_43.jpg,0.999975
J01_2018.06.25 14_41_48.jpg,0.993124
J01_2018.06.23 09_46_20.jpg,0.999999
J01_2018.06.22 10_16_08.jpg,0.999999
J01_2018.06.25 13_48_17.jpg,0.999982
J01_2018.06.26 13_40_12.jpg,1e-06
J01_2018.06.23 10_16_51.jpg,1e-06
J01_2018.06.25 15_19_00.jpg,0.999232
J01_2018.06.26 15_56_02.jpg,1e-06
J01_2018.06.19 15_10_05.jpg,0.687673
J01_2018.06.23 14_04_33.jpg,3e-06
J01_2018.06.19 08_39_42.jpg,0.799275
J01_2018.06.26 13_35_14.jpg,1e-06
J01_2018.06.28 13_23_00.jpg,1e-06
J01_2018.06.28 15_29_30.jpg,1e-06
J01_2018.06.17 09_27_37.jpg,1e-06
J01_2018.06.25 13_35_44.jpg,5.5e-05
J01_2018.06.28 14_36_17.jpg,0.996551
J01_2018.06.26 09_04_28.jpg,1.4e-05
J01_2018.06.23 10_31_45.jpg,0.99998
J01_2018.06.26 14_15_19.jpg,0.999999
J01_2018.06.23 09_38_54.jpg,0.020824
J01_2018.06.22 10_31_28.jpg,1e-05
J01_2018.06.25 10_33_47.jpg,1e-06
J01_2018.06.23 08_38_46.jpg,1e-06
J01_2018.06.23 09_56_18.jpg,1e-06
J01_2018.06.28 13_19_57.jpg,0.999999
J01_2018.06.23 13_17_54.jpg,0.999999
J01_2018.06.25 10_09_51.jpg,0.999993
J01_2018.06.26 14_32_01.jpg,1e-06
J01_2018.06.28 13_21_07.jpg,1e-06
J01_2018.06.26 13_32_59.jpg,1e-06
J01_2018.06.25 13_59_11.jpg,1e-06
J01_2018.06.17 14_28_09.jpg,0.999993
J01_2018.06.20 14_13_12.jpg,1e-06
J01_2018.06.23 13_45_00.jpg,0.999999
J01_2018.06.20 14_19_20.jpg,2e-06
J01_2018.06.17 09_13_50.jpg,1e-06
J01_2018.06.19 09_30_55.jpg,0.999961
J01_2018.06.26 14_21_16.jpg,4e-06
J01_2018.06.27 09_46_00.jpg,1e-06
J01_2018.06.22 16_04_52.jpg,0.003205
J01_2018.06.20 14_26_46.jpg,1e-06
J01_2018.06.26 10_19_00.jpg,1e-06
J01_2018.06.22 09_01_12.jpg,0.999864
J01_2018.06.26 14_53_09.jpg,0.985718
J01_2018.06.19 14_20_39.jpg,0.990224
J01_2018.06.19 09_05_01.jpg,1e-06
J01_2018.06.20 14_46_54.jpg,1e-06
J01_2018.06.23 09_20_11.jpg,1e-06
J01_2018.06.23 13_58_08.jpg,0.776631
J01_2018.06.26 09_23_16.jpg,1e-06
J01_2018.06.20 15_27_05.jpg,1e-06
J01_2018.06.22 13_56_49.jpg,1e-06
J01_2018.06.23 13_28_52.jpg,2.4e-05
J01_2018.06.20 14_39_41.jpg,1e-06
J01_2018.06.25 10_34_40.jpg,0.99998
J01_2018.06.19 15_30_56.jpg,1e-06
J01_2018.06.28 13_19_11.jpg,0.827652
J01_2018.06.26 15_27_22.jpg,1e-06
J01_2018.06.23 13_25_48.jpg,1e-06
J01_2018.06.28 15_14_43.jpg,0.986658
J01_2018.06.25 14_03_37.jpg,1e-06
J01_2018.06.25 14_14_55.jpg,0.999855
J01_2018.06.25 14_14_12.jpg,1e-06
J01_2018.06.27 10_11_10.jpg,1e-06
J01_2018.06.22 08_37_57.jpg,1e-06
J01_2018.06.25 08_45_04.jpg,1e-06
J01_2018.06.25 14_41_53.jpg,1e-06
J01_2018.06.19 10_03_37.jpg,1e-06
J01_2018.06.25 13_26_26.jpg,1e-06
J01_2018.06.28 15_22_02.jpg,1e-06
J01_2018.06.17 15_51_55.jpg,1e-06
J01_2018.06.27 14_57_29.jpg,0.001109
J01_2018.06.23 10_21_30.jpg,1e-06
J01_2018.06.13 13_29_45.jpg,1e-06
J01_2018.06.20 08_51_55.jpg,0.988009
J01_2018.06.26 15_06_12.jpg,0.999996
J01_2018.06.16 08_46_30.jpg,0.023969
J01_2018.06.27 09_31_42.jpg,1e-06
J01_2018.06.27 10_03_24.jpg,1e-06
J01_2018.06.20 14_38_05.jpg,0.999992
J01_2018.06.28 13_34_30.jpg,1e-06
J01_2018.06.16 09_30_35.jpg,1e-06
J01_2018.06.28 14_25_31.jpg,1e-06
J01_2018.06.19 13_55_05.jpg,1e-06
J01_2018.06.28 14_39_08.jpg,1e-06
J01_2018.06.26 15_53_24.jpg,1e-06
J01_2018.06.25 10_02_29.jpg,1e-06
J01_2018.06.23 10_17_28.jpg,1e-06
J01_2018.06.19 15_12_28.jpg,1e-06
J01_2018.06.23 10_02_34.jpg,1e-06
J01_2018.06.26 13_28_40.jpg,1e-06
J01_2018.06.27 09_33_26.jpg,0.981785
J01_2018.06.13 14_24_00.jpg,1e-06
J01_2018.06.19 15_31_51.jpg,0.999997
J01_2018.06.26 13_25_45.jpg,1e-06
J01_2018.06.20 15_14_09.jpg,1e-06
J01_2018.06.26 09_00_13.jpg,1e-06
J01_2018.06.25 15_24_40.jpg,1e-06
J01_2018.06.27 13_49_38.jpg,1e-06
J01_2018.06.28 15_25_03.jpg,1e-06
J01_2018.06.22 08_58_40.jpg,0.001838
J01_2018.06.26 09_00_20.jpg,1e-06
J01_2018.06.22 14_19_50.jpg,1e-06
J01_2018.06.25 13_54_18.jpg,0.999999
J01_2018.06.19 09_08_50.jpg,0.995483
J01_2018.06.28 15_36_56.jpg,1e-06
J01_2018.06.26 13_43_49.jpg,1e-06
J01_2018.06.17 13_14_33.jpg,0.999206
J01_2018.06.23 13_26_40.jpg,0.37207
J01_2018.06.19 09_58_03.jpg,1e-06
J01_2018.06.17 10_25_50.jpg,1e-06
J01_2018.06.28 14_59_02.jpg,1e-06
J01_2018.06.23 09_43_04.jpg,1e-06
J01_2018.06.25 13_56_47.jpg,0.999998
J01_2018.06.17 09_55_43.jpg,0.108208
J01_2018.06.26 14_24_41.jpg,1e-06
J01_2018.06.26 15_20_14.jpg,1e-06
J01_2018.06.28 14_34_43.jpg,1e-06
J01_2018.06.28 14_52_18.jpg,1e-06
J01_2018.06.17 13_53_36.jpg,1.2e-05
J01_2018.06.17 10_23_52.jpg,0.001464
J01_2018.06.16 10_22_41.jpg,0.999999
J01_2018.06.17 13_51_14.jpg,0.999999
J01_2018.06.19 15_39_39.jpg,0.999999
J01_2018.06.20 14_17_09.jpg,0.999999
J01_2018.06.26 14_12_34.jpg,0.007361
J01_2018.06.16 10_44_57.jpg,1e-06
J01_2018.06.27 09_50_26.jpg,1e-06
J01_2018.06.22 08_55_18.jpg,0.371165
J01_2018.06.13 13_22_11.jpg,0.999969
J01_2018.06.19 15_16_22.jpg,1e-06
J01_2018.06.20 15_22_42.jpg,2e-06
J01_2018.06.28 14_02_02.jpg,1e-06
J01_2018.06.26 08_55_32.jpg,0.999999
J01_2018.06.26 14_44_05.jpg,1e-06
J01_2018.06.26 13_47_43.jpg,1e-06
J01_2018.06.22 15_39_29.jpg,1e-06
J01_2018.06.26 13_31_57.jpg,1e-06
J01_2018.06.23 09_15_19.jpg,1e-06
J01_2018.06.26 15_35_07.jpg,0.999941
J01_2018.06.26 09_15_14.jpg,1e-06
J01_2018.06.22 09_12_41.jpg,1e-06
J01_2018.06.25 13_49_40.jpg,1e-06
J01_2018.06.23 10_09_28.jpg,1e-06
J01_2018.06.23 13_30_02.jpg,0.999999
J01_2018.06.25 15_21_46.jpg,0.001444
J01_2018.06.27 13_48_38.jpg,0.999999
J01_2018.06.26 09_28_01.jpg,1e-06
J01_2018.06.28 14_12_32.jpg,0.999522
J01_2018.06.25 13_33_24.jpg,1e-06
J01_2018.06.25 13_17_49.jpg,1e-06
J01_2018.06.26 13_24_48.jpg,1e-06
J01_2018.06.27 08_58_04.jpg,0.998269
J01_2018.06.16 08_46_22.jpg,1e-06
J01_2018.06.26 10_04_15.jpg,1e-06
J01_2018.06.25 13_33_36.jpg,1e-06
J01_2018.06.19 14_13_13.jpg,0.999999
J01_2018.06.25 13_37_56.jpg,1e-06
J01_2018.06.26 15_51_55.jpg,0.999966
J01_2018.06.23 13_42_20.jpg,1e-06
J01_2018.06.28 15_47_09.jpg,0.999836
J01_2018.06.23 13_50_17.jpg,1e-06
J01_2018.06.16 08_49_46.jpg,0.068135
J01_2018.06.25 13_46_12.jpg,1e-06
J01_2018.06.27 10_13_08.jpg,0.999155
J01_2018.06.25 14_43_03.jpg,1e-06
J01_2018.06.17 10_05_26.jpg,1e-06
J01_2018.06.27 13_21_00.jpg,1e-06
J01_2018.06.20 14_52_35.jpg,0.011314
J01_2018.06.17 15_10_18.jpg,1e-06
J01_2018.06.17 13_47_58.jpg,0.999992
J01_2018.06.17 13_09_58.jpg,0.934217
J01_2018.06.27 14_37_21.jpg,1e-06
J01_2018.06.25 10_35_34.jpg,1e-06
J01_2018.06.16 08_49_20.jpg,5.8e-05
J01_2018.06.25 13_20_48.jpg,0.999832
J01_2018.06.26 09_17_03.jpg,1e-06
J01_2018.06.28 15_48_26.jpg,1e-06
J01_2018.06.27 15_03_08.jpg,1e-06
J01_2018.06.26 14_21_04.jpg,0.999999
J01_2018.06.22 10_18_49.jpg,0.992708
J01_2018.06.25 13_53_08.jpg,1e-06
J01_2018.06.26 15_36_56.jpg,0.999999
J01_2018.06.19 14_44_28.jpg,0.830155
J01_2018.06.20 08_53_32.jpg,0.940909
J01_2018.06.23 09_27_53.jpg,1e-06
J01_2018.06.27 13_53_09.jpg,1e-06
J01_2018.06.16 09_54_57.jpg,0.999999
J01_2018.06.26 14_51_36.jpg,1e-06
J01_2018.06.19 10_18_42.jpg,0.999999
J01_2018.06.27 13_23_50.jpg,0.999661
J01_2018.06.17 14_19_44.jpg,1e-06
J01_2018.06.27 09_12_33.jpg,0.999999
J01_2018.06.27 13_51_01.jpg,1e-06
J01_2018.06.19 14_02_30.jpg,0.999996
J01_2018.06.25 13_35_38.jpg,1e-06
J01_2018.06.16 10_13_09.jpg,0.998342
J01_2018.06.23 14_09_35.jpg,1.4e-05
J01_2018.06.20 09_06_43.jpg,1e-06
J01_2018.06.28 15_31_40.jpg,1e-06
J01_2018.06.23 13_29_11.jpg,1e-06
J01_2018.06.26 15_50_56.jpg,1e-06
J01_2018.06.26 14_41_26.jpg,1e-06
J01_2018.06.23 08_55_20.jpg,0.944694
J01_2018.06.25 14_51_31.jpg,1e-06
J01_2018.06.13 14_02_18.jpg,3.1e-05
J01_2018.06.25 10_03_31.jpg,0.99891
J01_2018.06.25 13_17_14.jpg,1e-06
J01_2018.06.28 15_44_45.jpg,0.999999
J01_2018.06.27 14_14_00.jpg,1e-06
J01_2018.06.17 14_09_29.jpg,0.996124
J01_2018.06.16 09_07_21.jpg,1e-06
J01_2018.06.27 10_07_32.jpg,1e-06
J01_2018.06.28 13_22_33.jpg,1e-06
J01_2018.06.23 09_19_51.jpg,1e-06
J01_2018.06.27 08_52_48.jpg,1e-06
J01_2018.06.23 10_06_42.jpg,0.839523
J01_2018.06.25 14_05_53.jpg,1e-06
J01_2018.06.26 10_13_37.jpg,1e-06
J01_2018.06.25 14_57_06.jpg,1e-06
J01_2018.06.28 13_25_05.jpg,1e-06
J01_2018.06.16 08_54_19.jpg,1e-06
J01_2018.06.17 13_21_53.jpg,0.920403
J01_2018.06.26 09_00_32.jpg,1e-06
J01_2018.06.19 15_04_09.jpg,0.934786
J01_2018.06.27 14_18_50.jpg,1e-06
J01_2018.06.17 14_56_41.jpg,1e-06
J01_2018.06.20 15_02_17.jpg,0.003449
J01_2018.06.26 08_46_14.jpg,2e-06
J01_2018.06.26 15_26_50.jpg,0.016871
J01_2018.06.27 09_53_01.jpg,4.9e-05
J01_2018.06.28 15_04_18.jpg,1e-06
J01_2018.06.20 08_44_17.jpg,0.933174
J01_2018.06.26 15_10_34.jpg,1e-06
J01_2018.06.25 10_30_36.jpg,0.145919
J01_2018.06.17 09_25_19.jpg,1e-06
J01_2018.06.27 10_21_09.jpg,1e-06
J01_2018.06.26 15_44_08.jpg,1e-06
J01_2018.06.23 09_08_32.jpg,0.010576
J01_2018.06.26 15_12_53.jpg,0.999999
J01_2018.06.22 15_42_19.jpg,0.934645
J01_2018.06.16 09_23_42.jpg,1e-06
J01_2018.06.27 10_10_20.jpg,0.011236
J01_2018.06.22 08_48_50.jpg,1e-06
J01_2018.06.26 09_05_05.jpg,0.999973
J01_2018.06.23 09_19_44.jpg,0.064144
J01_2018.06.25 14_06_48.jpg,0.000407
J01_2018.06.26 08_51_14.jpg,1e-06
J01_2018.06.25 14_49_12.jpg,1e-06
J01_2018.06.23 09_51_51.jpg,0.999993
J01_2018.06.25 08_44_04.jpg,0.999925
J01_2018.06.16 10_17_26.jpg,0.99956
J01_2018.06.28 14_09_41.jpg,1e-06
J01_2018.06.17 13_56_15.jpg,1e-06
J01_2018.06.17 13_48_11.jpg,0.999999
J01_2018.06.25 13_34_15.jpg,0.834296
J01_2018.06.23 14_01_34.jpg,0.878951
